City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Necochea,AR,-38.5473,-58.7368,61.03,69,76,23.53,moderate rain
333,Andra,RU,62.5147,65.8878,10.85,94,42,3.02,scattered clouds
334,Barrow,US,71.2906,-156.7887,15.82,79,90,3.44,overcast clouds
335,Qasigiannguit,GL,68.8193,-51.1922,29.46,86,100,6.06,overcast clouds
336,Ketchikan,US,55.3422,-131.6461,41.25,94,100,3.33,overcast clouds
337,Bireun,ID,5.203,96.7009,78.28,84,90,2.08,overcast clouds
338,Teguise,ES,29.0605,-13.564,70.02,64,0,12.66,clear sky
339,Ploemeur,FR,47.7333,-3.4333,58.82,83,100,5.99,overcast clouds
340,Republic,US,37.12,-93.4802,59.99,72,25,1.01,scattered clouds
341,Muros,ES,42.7762,-9.0603,63.86,89,100,14.74,light rain
342,Romitan,UZ,39.9343,64.3814,54.16,44,96,8.28,overcast clouds
343,Rockland,US,41.1668,-74.0496,65.79,71,77,11.43,broken clouds
344,Chardara,KZ,41.2547,67.9692,54.63,53,100,9.8,overcast clouds
345,Luganville,VU,-15.5333,167.1667,77.81,80,4,3.02,clear sky
346,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,9.22,scattered clouds
347,Aktau,KZ,43.65,51.2,53.04,79,1,3.13,clear sky
348,San Patricio,US,28.017,-97.5169,82.06,18,0,3.18,clear sky
349,Verkhnevilyuysk,RU,63.4453,120.3167,16.79,80,89,7.58,overcast clouds
350,Coalinga,US,36.1397,-120.3602,68.32,77,37,1.1,scattered clouds
351,Sitka,US,57.0531,-135.33,46.29,66,75,12.66,broken clouds
352,Pedernales,DO,18.0384,-71.744,87.33,56,26,7.31,scattered clouds
353,Nishihara,JP,26.1842,127.7558,71.4,70,6,8.46,clear sky
354,Marsa Matruh,EG,31.3525,27.2453,71.71,73,63,10.87,broken clouds
355,Fomboni,KM,-12.28,43.7425,78.67,69,0,4.43,clear sky
356,Chara,RU,56.9064,118.2631,19.2,62,89,2.04,overcast clouds
357,Coihaique,CL,-45.5752,-72.0662,57.81,30,1,7.18,clear sky
358,Yatou,CN,37.15,122.3833,56.41,89,26,5.17,scattered clouds
359,Borogontsy,RU,62.6683,131.1683,-6.65,100,91,2.3,overcast clouds
360,Lompoc,US,34.6391,-120.4579,75.13,94,90,5.75,overcast clouds
361,Mogadishu,SO,2.0371,45.3438,79.45,79,7,12.21,clear sky
362,Portland,US,45.5234,-122.6762,59.61,44,1,1.99,clear sky
363,Bettiah,IN,26.8,84.5,70.3,64,0,6.11,clear sky
364,Kavieng,PG,-2.5744,150.7967,82.35,78,63,11.12,light rain
365,Banda Aceh,ID,5.5577,95.3222,78.78,81,99,3.53,overcast clouds
366,Mattru,SL,7.6244,-11.8332,75.87,93,100,3.89,overcast clouds
367,Matara,LK,5.9485,80.5353,76.91,91,90,2.53,overcast clouds
368,Cap Malheureux,MU,-19.9842,57.6142,72.46,83,3,5.32,clear sky
369,Damietta,EG,31.4165,31.8133,74.5,66,9,9.08,clear sky
370,Port Lincoln,AU,-34.7333,135.8667,52.27,70,1,7.18,clear sky
371,La Ronge,CA,55.1001,-105.2842,35.82,80,75,14.97,broken clouds
372,Belyy Yar,RU,53.6039,91.3903,39.09,75,0,15.66,clear sky
373,Kolvereid,NO,64.8655,11.6047,47.23,86,64,7.25,broken clouds
374,Constitucion,CL,-35.3333,-72.4167,65.3,61,100,15.48,overcast clouds
375,Pau Brasil,BR,-15.4642,-39.6511,79.5,75,70,5.68,broken clouds
376,Beyneu,KZ,45.3167,55.2,51.35,63,6,2.68,clear sky
377,Pangody,RU,65.85,74.4859,13.3,92,100,15.7,overcast clouds
378,Pella,RU,59.7775,30.8181,46.04,93,91,6.89,overcast clouds
379,Uige,AO,-7.6087,15.0613,69.55,94,91,1.3,moderate rain
380,San Quintin,MX,30.4833,-115.95,69.03,70,0,8.66,clear sky
381,Akdepe,TM,42.0551,59.3788,46.31,49,70,6.71,broken clouds
382,Nuevo Progreso,MX,23.1667,-97.95,87.55,36,0,1.99,clear sky
383,Kidal,ML,18.4411,1.4078,91.29,10,42,7.38,scattered clouds
384,Arman,RU,59.7,150.1667,22.06,60,98,10.56,overcast clouds
385,Lagoa Da Prata,BR,-20.0225,-45.5436,82.09,54,65,5.32,broken clouds
386,Hirara,JP,24.8,125.2833,75.72,73,78,12.48,broken clouds
387,Wamba,NG,8.9333,8.6,77.9,71,96,1.99,overcast clouds
388,Yining,CN,29.0361,114.5636,58.59,82,22,0.45,few clouds
389,Yichang,CN,30.7144,111.2847,60.73,61,87,2.8,light rain
390,Port Augusta,AU,-32.5,137.7667,51.71,50,99,6.17,overcast clouds
391,Fare,PF,-16.7,-151.0167,78.17,68,36,16.75,scattered clouds
392,Fairbanks,US,64.8378,-147.7164,39.54,84,100,4.65,overcast clouds
393,Gent,BE,51.05,3.7167,54.05,90,100,8.99,overcast clouds
394,Atar,MR,20.5169,-13.0499,89.71,22,86,10.18,overcast clouds
395,Tautira,PF,-17.7333,-149.15,78.82,76,50,15.97,light rain
396,Parabel,RU,58.6978,81.4825,23.99,71,69,9.1,broken clouds
397,Soller,ES,39.7662,2.7152,71.22,83,100,3.0,overcast clouds
398,Roma,US,43.2128,-75.4557,56.66,83,89,3.0,overcast clouds
399,Faya,SA,18.3851,42.4509,64.92,37,41,9.71,scattered clouds
400,Jijiga,ET,9.35,42.8,63.01,77,60,11.97,broken clouds
401,Bilibino,RU,68.0546,166.4372,-7.58,99,100,1.81,overcast clouds
402,Guimar,ES,28.3039,-16.4325,67.82,66,9,3.0,clear sky
403,Pak Phanang,TH,8.3511,100.202,79.25,81,100,2.35,overcast clouds
404,Ibiruba,BR,-28.6275,-53.0897,79.25,58,96,3.18,overcast clouds
405,Kotido,UG,2.9806,34.1331,78.6,41,100,16.13,overcast clouds
406,Hasaki,JP,35.7333,140.8333,65.21,60,48,6.04,scattered clouds
407,Dumai,ID,1.6833,101.45,75.07,96,98,1.92,overcast clouds
408,Hambantota,LK,6.1241,81.1185,75.54,100,40,1.14,scattered clouds
409,Tayu,ID,-6.5397,111.0518,81.25,79,100,2.06,overcast clouds
410,Moron,AR,-34.6534,-58.6198,92.01,45,2,3.0,clear sky
411,Gouyave,GD,12.1646,-61.7296,84.97,66,40,17.27,scattered clouds
412,Maragogi,BR,-9.0122,-35.2225,81.1,61,11,7.61,few clouds
413,Lasa,IT,46.6166,10.7002,45.36,76,100,3.74,overcast clouds
414,Oranjestad,AW,12.524,-70.027,79.66,82,100,9.37,overcast clouds
415,Windhoek,NA,-22.5594,17.0832,75.4,17,0,11.5,clear sky
416,Coralville,US,41.6764,-91.5805,59.52,71,1,5.75,clear sky
417,Port Huron,US,42.9709,-82.4249,52.03,86,90,5.75,overcast clouds
418,Batsfjord,NO,70.6345,29.7185,36.19,83,79,4.38,broken clouds
419,Mangrol,IN,21.1167,70.1167,78.13,52,68,2.95,broken clouds
420,Erzin,TR,36.9559,36.2,70.32,69,65,6.85,broken clouds
421,Walvis Bay,NA,-22.9575,14.5053,59.09,83,29,7.47,scattered clouds
422,Booue,GA,-0.0921,11.9385,75.45,95,100,0.58,moderate rain
423,Gemena,CD,3.25,19.7667,75.16,83,75,2.89,broken clouds
424,Deputatskiy,RU,69.3,139.9,-7.76,98,98,5.61,overcast clouds
425,Bloomington,US,44.8408,-93.2983,56.64,71,1,5.99,clear sky
426,Sungurlu,TR,40.1675,34.3739,49.89,61,27,2.42,scattered clouds
427,Bratsk,RU,56.1325,101.6142,36.5,80,100,8.3,overcast clouds
428,Coquimbo,CL,-29.9533,-71.3436,62.33,72,20,16.11,few clouds
429,Irece,BR,-11.3042,-41.8558,88.86,26,19,8.59,few clouds
430,Ilulissat,GL,69.2167,-51.1,30.94,88,100,5.84,overcast clouds
431,Santo Domingo,DO,18.5001,-69.9886,89.24,67,75,1.99,broken clouds
432,Noyabrsk,RU,63.1994,75.4507,10.65,90,99,14.05,overcast clouds
433,Arlit,NE,18.7369,7.3853,88.93,13,26,13.89,scattered clouds
434,Ostrovnoy,RU,68.0531,39.5131,33.08,86,100,11.83,overcast clouds
435,Porangatu,BR,-13.4408,-49.1486,78.3,67,57,7.54,broken clouds
436,Patacamaya,BO,-17.2333,-67.9167,64.06,27,21,10.04,few clouds
437,Abu Dhabi,AE,24.4667,54.3667,84.31,61,0,4.61,clear sky
438,Beitbridge,ZW,-22.2167,30.0,88.34,26,12,7.92,few clouds
439,Giyani,ZA,-23.3025,30.7187,81.88,41,60,10.96,broken clouds
440,Dongsheng,CN,39.8161,109.9776,32.58,50,2,11.1,clear sky
441,Fukuma,JP,33.7667,130.4667,58.28,83,71,4.16,broken clouds
442,Sandpoint,US,48.2766,-116.5533,42.62,82,1,16.11,clear sky
443,Sioux Lookout,CA,50.1001,-91.917,48.83,61,100,10.31,overcast clouds
444,Pamekasan,ID,-7.1568,113.4746,82.17,77,100,1.45,overcast clouds
445,Zyryanka,RU,65.75,150.85,1.62,95,100,9.73,overcast clouds
446,Berezovyy,RU,51.6667,135.7,26.02,82,85,2.71,overcast clouds
447,Uchiza,PE,-8.4592,-76.4633,92.14,40,40,2.59,scattered clouds
448,Daru,PG,-9.0763,143.2092,78.85,86,97,8.41,overcast clouds
449,Ishigaki,JP,24.3448,124.1572,76.03,76,40,14.32,scattered clouds
450,Urucara,BR,-2.5364,-57.76,94.93,40,41,1.54,light rain
451,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,87,100,13.62,overcast clouds
452,Papara,BR,-3.9839,-38.7273,86.72,49,77,6.8,broken clouds
453,Aksarka,RU,66.5606,67.7975,-1.32,93,53,6.4,broken clouds
454,Xuddur,SO,4.1213,43.8894,79.92,41,48,8.5,scattered clouds
455,Sainte-Agathe-Des-Monts,CA,46.0501,-74.2825,45.41,92,100,9.73,overcast clouds
456,George,ZA,-33.963,22.4617,59.52,89,11,3.27,few clouds
457,Poli,TZ,-3.3333,36.8,65.98,69,87,1.77,overcast clouds
458,Loikaw,MM,19.6742,97.2094,65.53,97,23,1.83,few clouds
459,Lorengau,PG,-2.0226,147.2712,81.55,79,83,6.26,broken clouds
460,Marzuq,YE,14.4,46.4667,75.97,50,93,6.08,overcast clouds
461,Saint Albans,GB,51.75,-0.3333,52.5,90,84,9.44,broken clouds
462,Ierapetra,GR,35.01,25.7353,65.14,68,100,4.0,overcast clouds
463,Lata,PT,40.1629,-8.3327,63.91,98,100,4.41,overcast clouds
464,Carlisle,US,40.2015,-77.1889,63.21,91,100,4.34,overcast clouds
465,Dakoro,NE,14.5106,6.765,90.25,11,11,9.19,few clouds
466,Iracoubo,GF,5.4802,-53.2011,83.97,67,58,7.49,broken clouds
467,Te Anau,NZ,-45.4167,167.7167,46.72,92,76,6.96,broken clouds
468,Luangwa,ZM,-15.6167,30.4167,81.86,35,16,2.62,few clouds
469,Nemuro,JP,43.3236,145.575,48.34,75,36,11.7,scattered clouds
470,Wenzhou,CN,27.9994,120.6668,62.02,83,0,3.27,light rain
471,Paamiut,GL,61.994,-49.6678,31.66,82,47,15.17,scattered clouds
472,Teknaf,BD,20.8624,92.3058,76.66,84,16,4.59,few clouds
473,Caconda,AO,-13.7333,15.0667,69.66,65,96,4.61,overcast clouds
474,Rocha,UY,-34.4833,-54.3333,73.78,70,99,9.62,overcast clouds
475,Saint Anthony,US,45.0205,-93.218,56.25,70,8,1.01,clear sky
476,Vokhtoga,RU,58.8147,41.0461,46.11,83,100,5.86,overcast clouds
477,Les Cayes,HT,18.2,-73.75,84.45,67,85,12.59,overcast clouds
478,Egvekinot,RU,66.3167,-179.1667,-0.94,87,97,9.95,overcast clouds
479,Lincoln,US,40.8,-96.667,67.28,37,1,5.01,clear sky
480,Tommot,RU,58.9564,126.2925,10.74,90,25,2.93,scattered clouds
481,Chadiza,ZM,-14.0678,32.4392,76.39,28,17,5.12,few clouds
482,Byron Bay,AU,-28.65,153.6167,66.09,91,94,8.77,overcast clouds
483,Grootfontein,NA,-19.5667,18.1167,72.97,53,47,0.0,scattered clouds
484,Mehamn,NO,71.0357,27.8492,37.09,76,84,2.15,broken clouds
485,Brownsville,US,25.9018,-97.4975,84.97,16,0,2.51,clear sky
486,Miraflores,MX,19.2167,-98.8083,71.02,37,82,4.99,broken clouds
487,Klyuchi,RU,52.2667,79.1667,37.49,78,100,10.42,overcast clouds
488,Luoyang,CN,34.6836,112.4536,61.25,58,63,3.4,broken clouds
489,Piney Green,US,34.716,-77.3202,69.04,56,1,9.22,clear sky
490,Lakatoro,VU,-16.0999,167.4164,78.28,77,0,6.22,clear sky
491,Presidente Olegario,BR,-18.4178,-46.4181,84.11,39,93,0.76,overcast clouds
492,Bathsheba,BB,13.2167,-59.5167,83.16,62,48,11.99,scattered clouds
493,Kharp,RU,66.8014,65.8081,3.47,91,17,8.23,few clouds
494,Moussoro,TD,13.6408,16.4901,91.4,11,58,9.71,broken clouds
495,Bumba,CD,2.1833,22.4667,72.68,86,97,3.6,overcast clouds
496,Springfield,US,37.2153,-93.2982,60.03,72,32,5.99,scattered clouds
497,Mildura,AU,-34.2,142.15,46.36,71,0,3.44,clear sky
498,Ayapel,CO,8.3137,-75.1398,83.7,73,93,2.68,overcast clouds
499,San Felipe,VE,10.3399,-68.7425,82.11,70,99,2.08,light rain
500,Puerto Leguizamo,CO,-0.1934,-74.7819,81.86,84,74,0.22,broken clouds
501,Ballitoville,ZA,-29.539,31.2144,63.84,86,85,10.0,overcast clouds
502,Kibondo,TZ,-3.5864,30.7203,68.31,59,91,3.31,overcast clouds
503,Asyut,EG,27.181,31.1837,84.87,26,100,6.55,overcast clouds
504,Nelson Bay,AU,-32.7167,152.15,61.11,75,100,1.99,overcast clouds
505,Muyezerskiy,RU,63.9333,31.65,41.81,95,100,9.42,overcast clouds
506,Inhambane,MZ,-23.865,35.3833,72.07,70,10,14.43,clear sky
507,Broken Hill,AU,-31.95,141.4333,51.51,40,90,10.36,overcast clouds
508,Codrington,AU,-38.2667,141.9667,41.22,94,1,7.78,clear sky
509,Mazyr,BY,52.0495,29.2456,45.09,63,3,9.57,clear sky
510,Kashi,CN,39.4547,75.9797,48.24,28,3,4.27,clear sky
511,Ancud,CL,-41.8697,-73.8203,60.33,46,0,2.84,clear sky
512,Voznesenye,RU,61.0106,35.4781,43.54,91,96,5.32,overcast clouds
513,Jinchang,CN,38.4953,102.1739,42.6,39,4,3.8,clear sky
514,Beringovskiy,RU,63.05,179.3167,6.58,94,98,17.78,overcast clouds
515,Cap-Aux-Meules,CA,47.3821,-61.8597,53.62,66,0,5.75,clear sky
516,Medea,DZ,36.2642,2.7539,63.63,37,93,2.62,overcast clouds
517,Namibe,AO,-15.1961,12.1522,67.95,77,81,8.86,broken clouds
518,Samarai,PG,-10.6167,150.6667,81.68,81,67,11.3,broken clouds
519,Vila Velha,BR,-20.3297,-40.2925,72.46,90,99,4.09,overcast clouds
520,Sisimiut,GL,66.9395,-53.6735,35.26,75,100,30.74,overcast clouds
521,Conde,BR,-7.2597,-34.9075,83.66,58,20,17.27,few clouds
522,Steinbach,DE,50.1667,8.5667,49.64,91,90,2.3,overcast clouds
523,Kumano,JP,34.3442,132.5894,58.12,93,100,3.56,overcast clouds
524,Pisco,PE,-13.7,-76.2167,69.51,66,28,8.99,scattered clouds
525,Robe,AU,-37.1833,139.75,49.35,75,1,3.91,clear sky
526,Awbari,LY,26.5921,12.7805,74.44,26,1,6.51,clear sky
527,Richards Bay,ZA,-28.783,32.0377,64.76,82,93,9.98,overcast clouds
528,Pindiga,NG,9.9833,10.9333,81.73,30,100,1.25,overcast clouds
529,San Rafael,AR,-34.6177,-68.3301,78.1,23,34,23.6,scattered clouds
530,Manaure,CO,11.7751,-72.4445,84.31,68,87,12.28,overcast clouds
531,Ginda,IN,30.6945,78.4932,49.51,43,0,6.13,clear sky
532,Leshukonskoye,RU,64.8989,45.7622,29.98,98,98,3.13,snow
533,Adrar,MR,20.5022,-10.0711,86.29,12,100,8.5,overcast clouds
534,Tarbes,FR,43.25,0.1667,61.25,85,100,3.38,overcast clouds
535,Acapulco,MX,16.8634,-99.8901,85.82,74,75,4.61,broken clouds
536,Nabire,ID,-3.3667,135.4833,75.02,92,84,2.57,moderate rain
537,Tura,IN,25.5198,90.2201,64.92,68,2,2.48,clear sky
538,Airai,TL,-8.9266,125.4092,62.46,91,99,0.67,overcast clouds
539,Sibu,MY,2.3,111.8167,74.21,98,100,0.58,overcast clouds
540,Pauini,BR,-7.7136,-66.9764,91.02,46,50,2.93,scattered clouds
541,Vichy,FR,46.25,3.5833,58.35,94,80,4.36,broken clouds
542,Kiunga,PG,-6.1219,141.2906,72.27,99,92,0.49,overcast clouds
543,Margate,GB,51.3813,1.3862,53.04,80,95,1.99,overcast clouds
544,Kjollefjord,NO,70.9457,27.3465,37.92,77,89,2.04,overcast clouds
545,Kahului,US,20.8947,-156.47,77.85,77,1,3.96,clear sky
546,Asosa,ET,10.0667,34.5333,59.23,85,79,6.55,broken clouds
547,Zhovti Vody,UA,48.3473,33.5003,42.46,62,0,7.09,clear sky
548,Mumford,GH,5.2618,-0.759,80.06,84,100,13.11,overcast clouds
549,Kindu,CD,-2.95,25.95,71.22,97,78,2.98,broken clouds
550,Smithers,CA,54.7804,-127.1743,35.31,66,79,1.36,broken clouds
551,Muzaffarabad,PK,34.37,73.4711,57.61,42,0,6.29,clear sky
552,Wonthaggi,AU,-38.6044,145.5913,51.71,74,100,7.65,overcast clouds
553,Mingshui,CN,36.7167,117.5,57.2,70,99,1.03,overcast clouds
554,Baruun-Urt,MN,46.6806,113.2792,21.61,41,20,2.53,few clouds
555,Ust-Karsk,RU,52.7011,118.8077,22.75,58,21,3.33,few clouds
556,Roald,NO,62.5833,6.1333,51.33,71,0,9.22,clear sky
557,Zhigansk,RU,66.7697,123.3711,-3.73,98,90,13.56,overcast clouds
558,Yellandu,IN,17.6,80.3333,73.15,91,87,1.25,overcast clouds
559,Beberibe,BR,-4.1797,-38.1306,83.23,67,67,10.58,broken clouds
560,Baraboo,US,43.4711,-89.7443,60.82,79,0,5.88,clear sky
561,Altay,CN,47.8667,88.1167,37.58,64,100,5.57,overcast clouds
562,High Level,CA,58.5169,-117.136,35.08,50,0,5.79,clear sky
563,Nusaybin,TR,37.0778,41.2178,64.89,57,100,7.14,light rain
564,Aranos,NA,-24.1333,19.1167,77.45,15,0,11.86,clear sky
565,Xuchang,CN,34.0167,113.8167,54.48,69,99,4.09,overcast clouds
566,Chumikan,RU,54.7183,135.315,16.74,80,9,8.72,clear sky
567,Sungaipenuh,ID,-2.0833,101.3833,66.52,98,100,1.1,light rain
568,Kalinovskaya,RU,43.5758,45.5192,46.92,86,0,6.46,clear sky
569,Jacksonville,US,30.3322,-81.6556,71.04,58,40,5.99,scattered clouds
570,Urumqi,CN,43.801,87.6005,46.15,60,97,0.89,overcast clouds
571,Novyy Rogachik,RU,48.6768,44.0608,40.3,82,4,3.71,clear sky
572,Zongolica,MX,18.6667,-96.9833,73.87,66,70,6.17,broken clouds
573,Comrat,MD,46.3003,28.6572,46.69,83,0,4.97,clear sky
574,Natal,BR,-5.795,-35.2094,86.65,62,20,20.71,few clouds
575,Metro,ID,-5.1131,105.3067,76.37,88,100,2.13,overcast clouds
576,Aksehir,TR,38.3575,31.4164,53.82,59,97,4.61,overcast clouds
577,Vanimo,PG,-2.6741,141.3028,77.25,90,87,4.16,overcast clouds
578,Shimoda,JP,34.6667,138.95,58.1,67,100,6.55,overcast clouds
579,Birin,NP,26.8865,88.0718,53.74,85,53,2.15,broken clouds
580,Black Diamond,US,47.3087,-122.0032,50.23,76,0,1.99,clear sky
581,Belmonte,BR,-15.8631,-38.8828,81.1,68,91,7.9,overcast clouds
582,Santa Helena De Goias,BR,-17.8136,-50.5969,80.64,57,99,4.14,overcast clouds
583,Port Keats,AU,-14.25,129.55,83.14,74,83,8.32,broken clouds
584,Rio De Jesus,PA,7.9844,-81.1631,80.42,82,100,9.04,overcast clouds
585,Mondlo,ZA,-27.983,30.7177,57.7,69,100,0.45,overcast clouds
586,Lagoa Nova,BR,-6.1,-36.4833,90.48,21,25,5.55,scattered clouds
587,Varhaug,NO,58.6147,5.6457,55.89,92,100,26.19,moderate rain
588,Henties Bay,NA,-22.116,14.2845,58.86,88,0,5.5,clear sky
589,College,US,64.8569,-147.8028,39.52,83,100,4.72,overcast clouds
590,Bridgetown,BB,13.1,-59.6167,82.56,65,38,12.26,scattered clouds
591,Namwala,ZM,-15.7504,26.4384,84.81,32,99,0.92,overcast clouds
592,Heishan,CN,41.6892,122.1128,43.88,72,100,13.62,moderate rain
593,Limbang,MY,4.75,115.0,77.11,97,96,1.28,overcast clouds
594,Manzanillo,CU,20.3433,-77.1167,89.35,54,86,12.68,overcast clouds
595,Keti Bandar,PK,24.1447,67.4497,81.07,45,13,6.89,few clouds
596,Aykhal,RU,66.0,111.5,14.29,99,100,6.85,overcast clouds
597,Qui Nhon,VN,13.7667,109.2333,75.85,90,18,6.11,few clouds
598,Moradabad,IN,28.8333,78.7833,65.73,47,0,3.8,clear sky
599,Sarapul,RU,56.4763,53.7978,44.42,95,100,9.93,overcast clouds
600,Policarpa,CO,1.6323,-77.462,76.35,75,80,6.13,light rain
601,Astoria,US,46.1879,-123.8313,55.85,73,0,11.01,clear sky
602,Sayat,TM,38.7839,63.8803,52.93,34,100,10.13,overcast clouds
603,Sao Filipe,CV,14.8961,-24.4956,79.86,75,94,10.83,overcast clouds
604,Mbuguni,TZ,-3.5667,36.95,78.42,61,8,8.79,clear sky
605,Ordu,TR,40.9086,37.6845,42.6,87,34,3.11,scattered clouds
606,Gamboma,CG,-1.8764,15.8644,77.05,79,87,1.72,overcast clouds
607,Ferme-Neuve,CA,46.7001,-75.4493,45.21,74,100,6.62,overcast clouds
608,Vao,NC,-22.6667,167.4833,70.79,73,1,4.45,clear sky
609,Jatai,BR,-17.8814,-51.7144,82.98,50,100,4.12,overcast clouds
610,Senanga,ZM,-16.1167,23.2667,79.07,46,51,4.54,broken clouds
611,Kizukuri,JP,40.8061,140.3861,48.6,84,100,3.8,overcast clouds
612,Dealu,RO,46.4,25.3,41.36,65,0,4.74,clear sky
613,Great Yarmouth,GB,52.6083,1.7305,52.23,81,100,10.6,overcast clouds
614,Khandyga,RU,62.6667,135.6,-6.5,100,100,0.74,overcast clouds
615,Kirovskiy,RU,45.0917,133.5136,39.27,90,91,3.78,overcast clouds
616,Innisfail,AU,-17.5333,146.0333,73.06,92,51,4.12,broken clouds
617,Jiaocheng,CN,24.6774,116.1389,62.15,94,26,3.13,light rain
618,Nsanje,MW,-16.92,35.262,78.08,38,0,5.39,clear sky
619,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,52,25,11.16,scattered clouds
620,Safford,US,32.834,-109.7076,78.93,17,0,1.41,clear sky
621,Lakes Entrance,AU,-37.8811,147.981,45.16,84,5,8.52,clear sky
622,Hobyo,SO,5.3505,48.5268,80.62,70,4,14.36,clear sky
623,Gushikawa,JP,26.3544,127.8686,71.71,70,5,9.98,clear sky
624,Inuvik,CA,68.3499,-133.7218,15.84,92,40,4.61,scattered clouds
625,Ust-Ishim,RU,57.6935,71.1665,25.14,95,100,6.04,light snow
626,Nazarovo,RU,56.0064,90.3914,25.72,66,100,7.07,overcast clouds
627,Iquitos,PE,-3.7481,-73.2472,86.5,64,100,2.64,overcast clouds
628,Darnah,LY,32.767,22.6367,69.94,68,92,6.13,overcast clouds
629,Katherine,AU,-14.4667,132.2667,80.92,78,75,0.0,broken clouds
630,Aksu,CN,41.1231,80.2644,45.41,51,6,1.07,clear sky
631,Taoudenni,ML,22.6783,-3.9836,88.88,23,68,2.51,broken clouds
632,Xiamen,CN,24.4798,118.0819,72.25,77,55,11.14,light rain
633,Vytegra,RU,61.0064,36.4481,43.03,93,97,6.17,overcast clouds
634,Ust-Maya,RU,60.4167,134.5333,-5.85,100,62,1.63,broken clouds
635,Bundaberg,AU,-24.85,152.35,76.21,95,90,3.0,overcast clouds
636,Shubarshi,KZ,48.5872,57.1869,42.22,82,8,8.21,clear sky
637,Singaraja,ID,-8.112,115.0882,80.04,82,100,0.96,overcast clouds
638,Marystown,CA,47.1666,-55.1483,50.63,56,0,3.78,clear sky
639,Tari,NG,12.4086,4.4914,84.33,20,100,1.63,overcast clouds
640,Balabac,PH,7.9868,117.0645,82.35,80,91,11.14,overcast clouds
641,Axim,GH,4.8699,-2.2405,79.12,84,66,9.8,broken clouds
642,Soe,ID,-9.8607,124.284,68.2,88,100,2.44,overcast clouds
643,Port Macquarie,AU,-31.4333,152.9167,57.09,94,90,6.91,overcast clouds
644,Dillon,US,34.4166,-79.3712,65.19,52,100,9.19,overcast clouds
645,Ilhabela,BR,-23.7781,-45.3581,70.18,92,92,11.81,overcast clouds
646,Senno,RU,59.5336,33.9167,40.26,94,97,6.69,overcast clouds
647,Gimbi,ET,9.1667,35.8333,56.17,73,86,1.32,overcast clouds
648,Nyurba,RU,63.2842,118.3319,21.31,91,100,8.55,overcast clouds
649,Grand-Lahou,CI,5.1367,-5.0242,78.62,84,100,6.93,overcast clouds
650,Okha,RU,53.5739,142.9478,28.89,58,100,17.72,overcast clouds
651,Galle,LK,6.0367,80.217,77.4,89,100,4.14,overcast clouds
652,Kannangad,IN,12.3081,75.1063,77.92,90,100,3.83,overcast clouds
653,Sharon,US,41.2331,-80.4934,57.4,82,90,3.44,overcast clouds
654,Dubovskoye,RU,47.4092,42.7575,43.23,64,0,7.16,clear sky
655,Liverpool,GB,53.4106,-2.9779,49.98,81,20,4.0,few clouds
656,Along,IN,28.1667,94.7667,59.45,78,7,2.17,clear sky
657,Thakurgaon,BD,26.0333,88.4667,66.49,60,0,4.05,clear sky
658,Dharchula,IN,29.85,80.5333,53.64,38,0,7.34,clear sky
659,Chifeng,CN,42.2683,118.9636,36.93,97,100,4.79,light rain
660,Xining,CN,36.6167,101.7667,35.96,67,83,0.54,broken clouds
661,Lerwick,GB,60.1545,-1.1494,48.2,91,100,12.59,overcast clouds
662,Aksum,ET,14.1245,38.7244,61.54,32,3,18.7,clear sky
663,Abrau-Dyurso,RU,44.69,37.59,50.95,69,0,8.14,clear sky
664,Russell,US,32.3502,-85.1999,60.12,84,100,11.12,overcast clouds
665,Huangnihe,CN,43.5583,128.0239,43.2,79,97,1.59,overcast clouds
666,Simbahan,PH,6.3032,120.5836,82.42,77,56,5.77,broken clouds
